"","TF","permutation","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue","Cohend_factor","pvalueAdj","median.cor.tfs","classification_q0.1","classification_q0.05","classification_q0.01","classification_q0.001","classification_distr_rawP","classification_q0.1_final","classification_q0.05_final","classification_q0.01_final","classification_q0.001_final","yValue","pValueAdj_log10","pValue_log10","pValueAdj_sig","pValue_sig"
"30","MA0507.1",0,0.0301,0.0845,2823,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.137863445369931,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000000000000000000000000154551245009068,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"31","MA0508.3",0,0.0738,0.14,3787,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.0941242196752952,"repressor","repressor","repressor","repressor",0.000101084439161999,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"32","MA0512.2",0,-0.063,0.116,5230,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.109533672260406,"activator","activator","activator","activator",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000120495251294728,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"33","MA0520.1",0,0.0993,0.187,2767,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.101842757735041,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000000000000000000000000000000000135165162610378,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"34","MA0527.1",0,0.0101,0.0463,11102,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.0959355452107377,"activator","activator","activator","activator",0.0000000000000000000000000000167588639615095,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"35","MA0600.2",0,-0.162,0.315,5861,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.102360563183706,"activator","activator","activator","activator",0.000000000000000000000000000000000000000000000000000000213849042039322,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"36","MA0601.1",0,0.134,0.25,1668,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.197506606554084,"activator","activator","activator","activator",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000221273144767556,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"37","MA0606.1",0,0.0752,0.14,2191,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.0886646504634972,"activator","activator","activator","activator",0.00000000000000000000000000000000000000021757753926781,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"38","MA0608.1",0,-0.0225,0.0554,8460,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.100417187444166,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000840079397118273,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"39","MA0609.2",0,-0.143,0.286,5026,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.196100804319068,"repressor","repressor","repressor","repressor",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000261321579075811,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"40","MA0615.1",0,-0.0128,0.0566,4106,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.166341003904853,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000000000000000000000000000000000000144157939228171,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"41","MA0619.1",0,0.0982,0.18,1637,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.149305145741518,"activator","activator","activator","activator",0.0000000000027535291884911,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"42","MA0624.1",0,0.081,0.151,3185,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.104000489485651,"activator","activator","activator","activator",0.000000000000000000131844139716274,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"43","MA0625.1",0,0.0816,0.152,3214,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.138579857688111,"activator","activator","activator","activator",0.00000000000000000000000000000000000000000000000000000000000000000000150591327552867,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"44","MA0627.2",0,0.0368,0.0932,2393,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.0967968932027703,"activator","activator","activator","activator",0.00000000000000000000000000000019235063053063,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"45","MA0633.1",0,0.0514,0.0984,2512,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.107241157194885,"activator","activator","activator","activator",0.0000000000000000000000347464213112129,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"46","MA0634.1",0,0.00706,0.0303,5656,NA,NA,0.307692307692308,"1",0.322239365219308,-0.106006560477271,"repressor","repressor","repressor","repressor",0.00000000000000000000000000000000963277278098199,"repressor","repressor","repressor","repressor",0.491821406644175,0.491821406644175,0.511883360978874,FALSE,FALSE
"47","MA0638.1",0,-0.0588,0.122,8179,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.160298327054765,"activator","activator","activator","activator",0.0000000000000000000000000000000000000000000000000000000000000471965308530899,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"48","MA0640.2",0,0.0149,0.0849,5537,NA,NA,0.153846153846154,"1",0.164417453891138,-0.132836061525844,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000000000000000270378899476917,"repressor","repressor","repressor","repressor",0.784052081405111,0.784052081405111,0.812913356642856,TRUE,TRUE
"49","MA0643.1",0,0.011,0.0454,5783,NA,NA,0.153846153846154,"1",0.164417453891138,-0.139313463899665,"repressor","repressor","repressor","repressor",0.0000000000000000000000000000000000000000000000000000000000000000217012292683297,"repressor","repressor","repressor","repressor",0.784052081405111,0.784052081405111,0.812913356642856,TRUE,TRUE
"50","MA0645.1",0,-0.0272,0.142,8104,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.168647694973106,"repressor","repressor","repressor","repressor",0.000000000000000000000000000000000000000000000000000000000000000000000000100134184186054,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"51","MA0648.1",0,-0.0864,0.166,10829,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.0924080769150022,"activator","activator","activator","activator",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000781452672960605,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"52","MA0655.1",0,-0.16,0.302,5380,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.260693241185552,"activator","activator","activator","activator",0,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"53","MA0658.1",0,-0.0138,0.0431,4081,NA,NA,0.153846153846154,"1",0.164417453891138,-0.121668451066434,"repressor","repressor","repressor","repressor",0.000000000000000000000608927601189783,"repressor","repressor","repressor","repressor",0.784052081405111,0.784052081405111,0.812913356642856,TRUE,TRUE
"54","MA0664.1",0,-0.0728,0.152,3781,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.0936821732100819,"repressor","repressor","repressor","repressor",0.00292679836891442,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"55","MA0678.1",0,0.0559,0.102,2429,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.153760311577214,"repressor","repressor","repressor","repressor",0.000000000000000000000000000000000000000000434860152773892,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"56","MA0683.1",0,0.0941,0.175,2453,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.157011436732352,"repressor","repressor","repressor","repressor",0.000000000000000000000000000104295057944746,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"57","MA0695.1",0,0.046,0.094,11252,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.105044572712977,"activator","activator","activator","activator",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000420067568409106,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"58","MA0698.1",0,0.0394,0.083,4176,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.204827527807476,"activator","activator","activator","activator",0.000000000000000000000000000000000000000000000000000000000000000000383606408793277,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"59","MA0705.1",0,-0.0332,0.075,3871,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.133988961100809,"repressor","repressor","repressor","repressor",0.000000000000000000000000996699755975961,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"60","MA0706.1",0,0.0238,0.0524,5393,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.0983473985843645,"repressor","repressor","repressor","repressor",0.0000000000000000403148418862857,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"61","MA0708.1",0,-0.0165,0.0463,5493,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.105566872380912,"repressor","repressor","repressor","repressor",0.000000000000000752983340152492,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"62","MA0711.1",0,-0.0561,0.115,6695,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.158160048718613,"activator","activator","activator","activator",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000136462691794803,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"63","MA0712.2",0,-0.0791,0.151,8157,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.12410246568572,"activator","activator","activator","activator",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000497467070456046,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"64","MA0716.1",0,0.0275,0.0607,3853,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.126006647129303,"repressor","repressor","repressor","repressor",0.0000000000000000534406043038981,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"65","MA0747.1",0,-0.109,0.26,5831,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.126491271674794,"repressor","repressor","repressor","repressor",0.000000000314543868503069,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"66","MA0753.2",0,-0.0109,0.172,897,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.184163239685397,"activator","activator","activator","activator",0.000000000000112436991781369,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"67","MA0754.1",0,0.0346,0.0662,2549,NA,NA,0.0769230769230769,"1",0.0846848934198332,0.15842024956303,"activator","activator","activator","activator",0.00000000000000000000000237511679027931,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"68","MA0757.1",0,0.109,0.209,1782,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.105979767255273,"repressor","repressor","repressor","repressor",0.000000121224135510034,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"69","MA0759.1",0,-0.0398,0.215,5874,NA,NA,0.0769230769230769,"2",0.0846848934198332,0.22312184809417,"activator","activator","activator","activator",0.000000000000000000000000000000000000000000000000000000000000486318838872227,"activator","activator","activator","activator",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"70","MA0761.2",0,0.0139,0.0968,5429,NA,NA,0.153846153846154,"1",0.164417453891138,0.113610034947603,"activator","activator","activator","activator",0.000000000000000000000000000000000000308477454079114,"activator","activator","activator","activator",0.784052081405111,0.784052081405111,0.812913356642856,TRUE,TRUE
"71","MA0765.2",0,-0.0372,0.14,8531,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.155456573595225,"repressor","repressor","repressor","repressor",0.00000000000000000000000000000000000000000000000000000000000536149045827981,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"72","MA0768.1",0,-0.00661,0.0144,6007,NA,NA,0.153846153846154,"1",0.164417453891138,0.120792594544313,"activator","activator","activator","activator",0.0000000000000000000000000000000000000000000000000000000000000000000000016592078368635,"activator","activator","activator","activator",0.784052081405111,0.784052081405111,0.812913356642856,TRUE,TRUE
"73","MA0769.2",0,-0.0441,0.0838,5668,NA,NA,0.0769230769230769,"1",0.0846848934198332,-0.127480288845589,"repressor","repressor","repressor","repressor",0.0000000000000000000000344203070331008,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
"74","MA0773.1",0,0.133,0.25,2629,NA,NA,0.0769230769230769,"2",0.0846848934198332,-0.178333724040755,"repressor","repressor","repressor","repressor",0.000000000000000000000000000000339144522369467,"repressor","repressor","repressor","repressor",1.07219405471699,1.07219405471699,1.11394335230684,TRUE,TRUE
