"","permutation","TF","weighted_meanDifference","weighted_CD","TFBS","weighted_Tstat","variance","pvalue"
"1083",3,"MA0122.3",-0.000283,0.0247,2218,NA,NA,0.0769230769230769
"1084",4,"MA0122.3",0.00109,0.025,2218,NA,NA,0.0769230769230769
"1085",5,"MA0122.3",-0.00689,0.0977,2218,NA,NA,0.0769230769230769
"1086",6,"MA0122.3",0.0049,0.0921,2218,NA,NA,0.0769230769230769
"1087",7,"MA0122.3",-0.00218,0.0554,2218,NA,NA,0.0769230769230769
"1088",8,"MA0122.3",0.00241,0.0457,2218,NA,NA,0.0769230769230769
"1089",9,"MA0122.3",-0.0085,0.0874,2218,NA,NA,0.0769230769230769
"1090",10,"MA0122.3",0.00448,0.0817,2218,NA,NA,0.0769230769230769
"1091",11,"MA0122.3",-0.00488,0.0702,2218,NA,NA,0.0769230769230769
"1092",12,"MA0122.3",-0.00319,0.0711,2218,NA,NA,0.0769230769230769
"1093",0,"MA0124.2",0.0249,0.0686,4882,NA,NA,0.0769230769230769
"1094",1,"MA0124.2",-0.00853,0.0924,4882,NA,NA,0.0769230769230769
"1095",2,"MA0124.2",0.00182,0.0449,4882,NA,NA,0.0769230769230769
"1096",3,"MA0124.2",-0.00127,0.0308,4882,NA,NA,0.0769230769230769
"1097",4,"MA0124.2",0.0000813,0.0153,4882,NA,NA,0.0769230769230769
"1098",5,"MA0124.2",-0.00587,0.0845,4882,NA,NA,0.0769230769230769
"1099",6,"MA0124.2",0.00318,0.0579,4882,NA,NA,0.0769230769230769
"1100",7,"MA0124.2",-0.00201,0.055,4882,NA,NA,0.0769230769230769
"1101",8,"MA0124.2",0.00306,0.0455,4882,NA,NA,0.0769230769230769
"1102",9,"MA0124.2",-0.00606,0.0665,4882,NA,NA,0.0769230769230769
"1103",10,"MA0124.2",0.00372,0.0676,4882,NA,NA,0.0769230769230769
"1104",11,"MA0124.2",-0.000279,0.0341,4882,NA,NA,0.0769230769230769
"1105",12,"MA0124.2",-0.000948,0.0192,4882,NA,NA,0.0769230769230769
"1106",0,"MA0125.1",-0.00792,0.0291,3154,NA,NA,0.153846153846154
"1107",1,"MA0125.1",-0.00177,0.0425,3154,NA,NA,0.153846153846154
"1108",2,"MA0125.1",-0.0027,0.0531,3154,NA,NA,0.153846153846154
"1109",3,"MA0125.1",-0.00488,0.0815,3154,NA,NA,0.153846153846154
"1110",4,"MA0125.1",-0.00102,0.0251,3154,NA,NA,0.153846153846154
"1111",5,"MA0125.1",-0.00416,0.0674,3154,NA,NA,0.153846153846154
"1112",6,"MA0125.1",0.0052,0.0926,3154,NA,NA,0.153846153846154
"1113",7,"MA0125.1",0.00649,0.0775,3154,NA,NA,0.153846153846154
"1114",8,"MA0125.1",-0.00393,0.0757,3154,NA,NA,0.153846153846154
"1115",9,"MA0125.1",-0.0119,0.118,3154,NA,NA,0.153846153846154
"1116",10,"MA0125.1",0.0063,0.119,3154,NA,NA,0.153846153846154
"1117",11,"MA0125.1",0.00246,0.0288,3154,NA,NA,0.153846153846154
"1118",12,"MA0125.1",-0.00351,0.0715,3154,NA,NA,0.153846153846154
"1119",0,"MA0131.2",-0.0114,0.0266,15764,NA,NA,0.0769230769230769
"1120",1,"MA0131.2",0.00265,0.034,15764,NA,NA,0.0769230769230769
"1121",2,"MA0131.2",-0.000662,0.0263,15764,NA,NA,0.0769230769230769
"1122",3,"MA0131.2",-0.00131,0.0306,15764,NA,NA,0.0769230769230769
"1123",4,"MA0131.2",-0.000543,0.0243,15764,NA,NA,0.0769230769230769
"1124",5,"MA0131.2",0.000738,0.0356,15764,NA,NA,0.0769230769230769
"1125",6,"MA0131.2",0.000491,0.0201,15764,NA,NA,0.0769230769230769
"1126",7,"MA0131.2",0.00131,0.0243,15764,NA,NA,0.0769230769230769
"1127",8,"MA0131.2",-0.000931,0.024,15764,NA,NA,0.0769230769230769
"1128",9,"MA0131.2",-0.00175,0.0234,15764,NA,NA,0.0769230769230769
"1129",10,"MA0131.2",-0.00121,0.0286,15764,NA,NA,0.0769230769230769
"1130",11,"MA0131.2",0.00105,0.019,15764,NA,NA,0.0769230769230769
"1131",12,"MA0131.2",-0.000537,0.0214,15764,NA,NA,0.0769230769230769
"1132",0,"MA0132.2",-0.0333,0.0751,3871,NA,NA,0.0769230769230769
"1133",1,"MA0132.2",0.000203,0.04,3871,NA,NA,0.0769230769230769
"1134",2,"MA0132.2",-0.00632,0.0907,3871,NA,NA,0.0769230769230769
"1135",3,"MA0132.2",-0.00706,0.12,3871,NA,NA,0.0769230769230769
"1136",4,"MA0132.2",-0.0016,0.0292,3871,NA,NA,0.0769230769230769
"1137",5,"MA0132.2",-0.00442,0.0645,3871,NA,NA,0.0769230769230769
"1138",6,"MA0132.2",0.0065,0.116,3871,NA,NA,0.0769230769230769
"1139",7,"MA0132.2",0.0138,0.151,3871,NA,NA,0.0769230769230769
"1140",8,"MA0132.2",-0.00787,0.112,3871,NA,NA,0.0769230769230769
"1141",9,"MA0132.2",-0.0139,0.139,3871,NA,NA,0.0769230769230769
"1142",10,"MA0132.2",0.0132,0.242,3871,NA,NA,0.0769230769230769
"1143",11,"MA0132.2",0.00734,0.0871,3871,NA,NA,0.0769230769230769
"1144",12,"MA0132.2",-0.00465,0.094,3871,NA,NA,0.0769230769230769
"1145",0,"MA0135.1",0.146,0.272,1894,NA,NA,0.0769230769230769
"1146",1,"MA0135.1",-0.0263,0.253,1894,NA,NA,0.0769230769230769
"1147",2,"MA0135.1",0.0115,0.16,1894,NA,NA,0.0769230769230769
"1148",3,"MA0135.1",0.0072,0.118,1894,NA,NA,0.0769230769230769
"1149",4,"MA0135.1",0.00373,0.12,1894,NA,NA,0.0769230769230769
"1150",5,"MA0135.1",-0.0107,0.151,1894,NA,NA,0.0769230769230769
"1151",6,"MA0135.1",0.00405,0.0718,1894,NA,NA,0.0769230769230769
"1152",7,"MA0135.1",-0.0171,0.185,1894,NA,NA,0.0769230769230769
"1153",8,"MA0135.1",0.0069,0.104,1894,NA,NA,0.0769230769230769
"1154",9,"MA0135.1",-0.00795,0.0809,1894,NA,NA,0.0769230769230769
"1155",10,"MA0135.1",-0.00325,0.0601,1894,NA,NA,0.0769230769230769
"1156",11,"MA0135.1",-0.0231,0.249,1894,NA,NA,0.0769230769230769
"1157",12,"MA0135.1",-0.00304,0.0613,1894,NA,NA,0.0769230769230769
"1158",0,"MA0136.2",-0.00732,0.142,7740,NA,NA,0.153846153846154
"1159",1,"MA0136.2",0.00371,0.115,7740,NA,NA,0.153846153846154
"1160",2,"MA0136.2",-0.00049,0.103,7740,NA,NA,0.153846153846154
"1161",3,"MA0136.2",0.00305,0.142,7740,NA,NA,0.153846153846154
"1162",4,"MA0136.2",0.00243,0.0831,7740,NA,NA,0.153846153846154
"1163",5,"MA0136.2",0.00572,0.104,7740,NA,NA,0.153846153846154
"1164",6,"MA0136.2",-0.00453,0.099,7740,NA,NA,0.153846153846154
"1165",7,"MA0136.2",-0.000126,0.163,7740,NA,NA,0.153846153846154
"1166",8,"MA0136.2",0.000698,0.141,7740,NA,NA,0.153846153846154
"1167",9,"MA0136.2",0.0101,0.11,7740,NA,NA,0.153846153846154
"1168",10,"MA0136.2",-0.00031,0.0901,7740,NA,NA,0.153846153846154
"1169",11,"MA0136.2",-0.000429,0.123,7740,NA,NA,0.153846153846154
"1170",12,"MA0136.2",0.00225,0.0887,7740,NA,NA,0.153846153846154
"1171",0,"MA0137.3",0.0725,0.136,4174,NA,NA,0.0769230769230769
"1172",1,"MA0137.3",-0.011,0.108,4174,NA,NA,0.0769230769230769
"1173",2,"MA0137.3",0.00498,0.0765,4174,NA,NA,0.0769230769230769
"1174",3,"MA0137.3",0.00659,0.109,4174,NA,NA,0.0769230769230769
"1175",4,"MA0137.3",0.00763,0.144,4174,NA,NA,0.0769230769230769
"1176",5,"MA0137.3",0.00193,0.0326,4174,NA,NA,0.0769230769230769
"1177",6,"MA0137.3",-0.00434,0.0852,4174,NA,NA,0.0769230769230769
"1178",7,"MA0137.3",-0.0099,0.106,4174,NA,NA,0.0769230769230769
"1179",8,"MA0137.3",0.0082,0.118,4174,NA,NA,0.0769230769230769
"1180",9,"MA0137.3",0.00871,0.0908,4174,NA,NA,0.0769230769230769
"1181",10,"MA0137.3",0.000915,0.0289,4174,NA,NA,0.0769230769230769
"1182",11,"MA0137.3",-0.0114,0.124,4174,NA,NA,0.0769230769230769
"1183",12,"MA0137.3",0.00258,0.0579,4174,NA,NA,0.0769230769230769
"1184",0,"MA0138.2",0.0026,0.053,13197,NA,NA,0.538461538461538
"1185",1,"MA0138.2",-0.00403,0.0478,13197,NA,NA,0.538461538461538
"1186",2,"MA0138.2",0.00315,0.053,13197,NA,NA,0.538461538461538
"1187",3,"MA0138.2",-0.000201,0.0333,13197,NA,NA,0.538461538461538
"1188",4,"MA0138.2",-0.00334,0.105,13197,NA,NA,0.538461538461538
"1189",5,"MA0138.2",-0.0049,0.0785,13197,NA,NA,0.538461538461538
"1190",6,"MA0138.2",0.00221,0.0759,13197,NA,NA,0.538461538461538
"1191",7,"MA0138.2",-0.00316,0.0498,13197,NA,NA,0.538461538461538
"1192",8,"MA0138.2",0.00276,0.0599,13197,NA,NA,0.538461538461538
"1193",9,"MA0138.2",-0.00155,0.0394,13197,NA,NA,0.538461538461538
"1194",10,"MA0138.2",-0.00216,0.0476,13197,NA,NA,0.538461538461538
"1195",11,"MA0138.2",0.00251,0.0681,13197,NA,NA,0.538461538461538
"1196",12,"MA0138.2",-0.000219,0.0395,13197,NA,NA,0.538461538461538
"1197",0,"MA0139.1",-0.189,0.365,23770,NA,NA,0.0769230769230769
"1198",1,"MA0139.1",0.0214,0.213,23770,NA,NA,0.0769230769230769
"1199",2,"MA0139.1",-0.0039,0.0618,23770,NA,NA,0.0769230769230769
"1200",3,"MA0139.1",-0.0131,0.241,23770,NA,NA,0.0769230769230769
"1201",4,"MA0139.1",-0.0156,0.303,23770,NA,NA,0.0769230769230769
"1202",5,"MA0139.1",-0.00142,0.0426,23770,NA,NA,0.0769230769230769
"1203",6,"MA0139.1",0.012,0.241,23770,NA,NA,0.0769230769230769
"1204",7,"MA0139.1",0.0283,0.317,23770,NA,NA,0.0769230769230769
"1205",8,"MA0139.1",-0.0146,0.219,23770,NA,NA,0.0769230769230769
"1206",9,"MA0139.1",-0.012,0.143,23770,NA,NA,0.0769230769230769
"1207",10,"MA0139.1",0.00244,0.0489,23770,NA,NA,0.0769230769230769
"1208",11,"MA0139.1",0.0298,0.342,23770,NA,NA,0.0769230769230769
"1209",12,"MA0139.1",-0.0106,0.234,23770,NA,NA,0.0769230769230769
"1210",0,"MA0140.2",0.0147,0.0411,3917,NA,NA,0.0769230769230769
"1211",1,"MA0140.2",-0.00509,0.0484,3917,NA,NA,0.0769230769230769
"1212",2,"MA0140.2",0.00242,0.038,3917,NA,NA,0.0769230769230769
"1213",3,"MA0140.2",-0.00222,0.0532,3917,NA,NA,0.0769230769230769
"1214",4,"MA0140.2",0.000414,0.00821,3917,NA,NA,0.0769230769230769
"1215",5,"MA0140.2",-0.00355,0.0534,3917,NA,NA,0.0769230769230769
"1216",6,"MA0140.2",0.00255,0.053,3917,NA,NA,0.0769230769230769
"1217",7,"MA0140.2",-0.00304,0.0527,3917,NA,NA,0.0769230769230769
"1218",8,"MA0140.2",0.00463,0.0672,3917,NA,NA,0.0769230769230769
"1219",9,"MA0140.2",-0.00589,0.0728,3917,NA,NA,0.0769230769230769
"1220",10,"MA0140.2",-0.000257,0.0316,3917,NA,NA,0.0769230769230769
"1221",11,"MA0140.2",0.000187,0.029,3917,NA,NA,0.0769230769230769
"1222",12,"MA0140.2",-0.000694,0.0237,3917,NA,NA,0.0769230769230769
"1223",0,"MA0141.3",-0.0012,0.0547,3116,NA,NA,0.923076923076923
"1224",1,"MA0141.3",0.0147,0.154,3116,NA,NA,0.923076923076923
"1225",2,"MA0141.3",-0.0107,0.159,3116,NA,NA,0.923076923076923
"1226",3,"MA0141.3",-0.00105,0.0289,3116,NA,NA,0.923076923076923
"1227",4,"MA0141.3",0.0111,0.21,3116,NA,NA,0.923076923076923
"1228",5,"MA0141.3",0.0151,0.221,3116,NA,NA,0.923076923076923
"1229",6,"MA0141.3",-0.0121,0.222,3116,NA,NA,0.923076923076923
"1230",7,"MA0141.3",-0.00259,0.0303,3116,NA,NA,0.923076923076923
"1231",8,"MA0141.3",0.00258,0.0376,3116,NA,NA,0.923076923076923
"1232",9,"MA0141.3",0.00806,0.0805,3116,NA,NA,0.923076923076923
"1233",10,"MA0141.3",-0.00136,0.0294,3116,NA,NA,0.923076923076923
"1234",11,"MA0141.3",-0.0037,0.0829,3116,NA,NA,0.923076923076923
"1235",12,"MA0141.3",0.00916,0.189,3116,NA,NA,0.923076923076923
"1236",0,"MA0142.1",-0.016,0.028,4042,NA,NA,0.307692307692308
"1237",1,"MA0142.1",-0.0142,0.135,4042,NA,NA,0.307692307692308
"1238",2,"MA0142.1",0.00608,0.0875,4042,NA,NA,0.307692307692308
"1239",3,"MA0142.1",-0.00482,0.0762,4042,NA,NA,0.307692307692308
"1240",4,"MA0142.1",-0.0122,0.215,4042,NA,NA,0.307692307692308
"1241",5,"MA0142.1",-0.0187,0.266,4042,NA,NA,0.307692307692308
"1242",6,"MA0142.1",0.0164,0.29,4042,NA,NA,0.307692307692308
"1243",7,"MA0142.1",0.00958,0.098,4042,NA,NA,0.307692307692308
"1244",8,"MA0142.1",-0.00662,0.0879,4042,NA,NA,0.307692307692308
"1245",9,"MA0142.1",-0.02,0.193,4042,NA,NA,0.307692307692308
"1246",10,"MA0142.1",0.0078,0.14,4042,NA,NA,0.307692307692308
"1247",11,"MA0142.1",0.00805,0.0846,4042,NA,NA,0.307692307692308
"1248",12,"MA0142.1",-0.0115,0.228,4042,NA,NA,0.307692307692308
"1249",0,"MA0143.4",-0.00184,0.0167,4332,NA,NA,0.769230769230769
"1250",1,"MA0143.4",-0.00784,0.0754,4332,NA,NA,0.769230769230769
"1251",2,"MA0143.4",0.00648,0.0913,4332,NA,NA,0.769230769230769
"1252",3,"MA0143.4",0.0066,0.114,4332,NA,NA,0.769230769230769
"1253",4,"MA0143.4",-0.0117,0.209,4332,NA,NA,0.769230769230769
"1254",5,"MA0143.4",-0.0102,0.146,4332,NA,NA,0.769230769230769
"1255",6,"MA0143.4",0.00494,0.0961,4332,NA,NA,0.769230769230769
"1256",7,"MA0143.4",0.000582,0.023,4332,NA,NA,0.769230769230769
"1257",8,"MA0143.4",-0.00711,0.102,4332,NA,NA,0.769230769230769
"1258",9,"MA0143.4",0.00497,0.0634,4332,NA,NA,0.769230769230769
"1259",10,"MA0143.4",-0.0015,0.0282,4332,NA,NA,0.769230769230769
"1260",11,"MA0143.4",0.00148,0.0208,4332,NA,NA,0.769230769230769
"1261",12,"MA0143.4",-0.00399,0.0908,4332,NA,NA,0.769230769230769
"1262",0,"MA0144.2",0.0521,0.0991,4409,NA,NA,0.0769230769230769
"1263",1,"MA0144.2",-0.00958,0.0928,4409,NA,NA,0.0769230769230769
"1264",2,"MA0144.2",0.00463,0.0831,4409,NA,NA,0.0769230769230769
"1265",3,"MA0144.2",0.00456,0.0756,4409,NA,NA,0.0769230769230769
"1266",4,"MA0144.2",0.00386,0.0777,4409,NA,NA,0.0769230769230769
"1267",5,"MA0144.2",-0.00087,0.0289,4409,NA,NA,0.0769230769230769
"1268",6,"MA0144.2",-0.002,0.0416,4409,NA,NA,0.0769230769230769
"1269",7,"MA0144.2",-0.00792,0.0862,4409,NA,NA,0.0769230769230769
"1270",8,"MA0144.2",0.00652,0.096,4409,NA,NA,0.0769230769230769
"1271",9,"MA0144.2",0.00529,0.0544,4409,NA,NA,0.0769230769230769
"1272",10,"MA0144.2",0.000227,0.0403,4409,NA,NA,0.0769230769230769
"1273",11,"MA0144.2",-0.00697,0.0773,4409,NA,NA,0.0769230769230769
"1274",12,"MA0144.2",0.0016,0.0382,4409,NA,NA,0.0769230769230769
"1275",0,"MA0145.3",0.0244,0.046,2391,NA,NA,0.0769230769230769
"1276",1,"MA0145.3",-0.005,0.0473,2391,NA,NA,0.0769230769230769
"1277",2,"MA0145.3",0.000197,0.0255,2391,NA,NA,0.0769230769230769
"1278",3,"MA0145.3",-0.00122,0.0213,2391,NA,NA,0.0769230769230769
"1279",4,"MA0145.3",0.00371,0.0883,2391,NA,NA,0.0769230769230769
"1280",5,"MA0145.3",-0.000904,0.045,2391,NA,NA,0.0769230769230769
"1281",6,"MA0145.3",0.000913,0.0406,2391,NA,NA,0.0769230769230769
"1282",7,"MA0145.3",-0.000955,0.0172,2391,NA,NA,0.0769230769230769
"1283",8,"MA0145.3",0.00288,0.0407,2391,NA,NA,0.0769230769230769
"1284",9,"MA0145.3",-0.00425,0.0409,2391,NA,NA,0.0769230769230769
"1285",10,"MA0145.3",0.0038,0.075,2391,NA,NA,0.0769230769230769
"1286",11,"MA0145.3",-0.0028,0.0451,2391,NA,NA,0.0769230769230769
"1287",12,"MA0145.3",-0.000447,0.0264,2391,NA,NA,0.0769230769230769
"1288",0,"MA0146.2",0.0382,0.0832,12925,NA,NA,0.0769230769230769
"1289",1,"MA0146.2",-0.00883,0.0969,12925,NA,NA,0.0769230769230769
"1290",2,"MA0146.2",0.00398,0.0675,12925,NA,NA,0.0769230769230769
"1291",3,"MA0146.2",0.00156,0.0363,12925,NA,NA,0.0769230769230769
"1292",4,"MA0146.2",0.000924,0.0802,12925,NA,NA,0.0769230769230769
"1293",5,"MA0146.2",-0.00405,0.0713,12925,NA,NA,0.0769230769230769
"1294",6,"MA0146.2",0.000933,0.0441,12925,NA,NA,0.0769230769230769
"1295",7,"MA0146.2",-0.0062,0.0786,12925,NA,NA,0.0769230769230769
"1296",8,"MA0146.2",0.00505,0.0872,12925,NA,NA,0.0769230769230769
"1297",9,"MA0146.2",-0.00104,0.0157,12925,NA,NA,0.0769230769230769
"1298",10,"MA0146.2",-0.000303,0.0277,12925,NA,NA,0.0769230769230769
"1299",11,"MA0146.2",-0.00368,0.0574,12925,NA,NA,0.0769230769230769
"1300",12,"MA0146.2",0.00029,0.0428,12925,NA,NA,0.0769230769230769
"1301",0,"MA0147.3",-0.0348,0.0738,6484,NA,NA,0.0769230769230769
"1302",1,"MA0147.3",0.00518,0.0576,6484,NA,NA,0.0769230769230769
"1303",2,"MA0147.3",0.000677,0.0462,6484,NA,NA,0.0769230769230769
"1304",3,"MA0147.3",0.000722,0.0251,6484,NA,NA,0.0769230769230769
"1305",4,"MA0147.3",-0.00532,0.12,6484,NA,NA,0.0769230769230769
"1306",5,"MA0147.3",-0.000218,0.0346,6484,NA,NA,0.0769230769230769
"1307",6,"MA0147.3",-0.000192,0.0173,6484,NA,NA,0.0769230769230769
"1308",7,"MA0147.3",0.000883,0.0408,6484,NA,NA,0.0769230769230769
"1309",8,"MA0147.3",-0.00198,0.0517,6484,NA,NA,0.0769230769230769
"1310",9,"MA0147.3",0.00453,0.0649,6484,NA,NA,0.0769230769230769
"1311",10,"MA0147.3",-0.00461,0.106,6484,NA,NA,0.0769230769230769
"1312",11,"MA0147.3",0.00556,0.0728,6484,NA,NA,0.0769230769230769
"1313",12,"MA0147.3",0.000372,0.0316,6484,NA,NA,0.0769230769230769
"1314",0,"MA0148.4",0.0288,0.0524,3641,NA,NA,0.0769230769230769
"1315",1,"MA0148.4",-0.00463,0.0465,3641,NA,NA,0.0769230769230769
"1316",2,"MA0148.4",-0.00242,0.0338,3641,NA,NA,0.0769230769230769
"1317",3,"MA0148.4",-0.00138,0.0251,3641,NA,NA,0.0769230769230769
"1318",4,"MA0148.4",0.0066,0.119,3641,NA,NA,0.0769230769230769
"1319",5,"MA0148.4",0.000961,0.0189,3641,NA,NA,0.0769230769230769
"1320",6,"MA0148.4",-0.00167,0.0308,3641,NA,NA,0.0769230769230769
"1321",7,"MA0148.4",-0.00129,0.02,3641,NA,NA,0.0769230769230769
"1322",8,"MA0148.4",0.00457,0.0662,3641,NA,NA,0.0769230769230769
"1323",9,"MA0148.4",-0.00191,0.0207,3641,NA,NA,0.0769230769230769
"1324",10,"MA0148.4",0.00705,0.124,3641,NA,NA,0.0769230769230769
"1325",11,"MA0148.4",-0.00229,0.0241,3641,NA,NA,0.0769230769230769
"1326",12,"MA0148.4",0.00213,0.0436,3641,NA,NA,0.0769230769230769
"1327",0,"MA0149.1",0.00381,0.0322,412,NA,NA,0.307692307692308
"1328",1,"MA0149.1",0.00455,0.0484,412,NA,NA,0.307692307692308
"1329",2,"MA0149.1",-0.00501,0.0836,412,NA,NA,0.307692307692308
"1330",3,"MA0149.1",0.0023,0.0618,412,NA,NA,0.307692307692308
"1331",4,"MA0149.1",-0.00101,0.135,412,NA,NA,0.307692307692308
"1332",5,"MA0149.1",0.00136,0.0805,412,NA,NA,0.307692307692308
"1333",6,"MA0149.1",-0.00351,0.094,412,NA,NA,0.307692307692308
"1334",7,"MA0149.1",-0.000305,0.0423,412,NA,NA,0.307692307692308
"1335",8,"MA0149.1",-0.00588,0.111,412,NA,NA,0.307692307692308
"1336",9,"MA0149.1",0.00338,0.054,412,NA,NA,0.307692307692308
"1337",10,"MA0149.1",-0.000889,0.0478,412,NA,NA,0.307692307692308
"1338",11,"MA0149.1",-0.00267,0.0439,412,NA,NA,0.307692307692308
"1339",12,"MA0149.1",0.00287,0.0895,412,NA,NA,0.307692307692308
"1340",0,"MA0150.2",-0.0785,0.157,6938,NA,NA,0.0769230769230769
"1341",1,"MA0150.2",0.0218,0.214,6938,NA,NA,0.0769230769230769
"1342",2,"MA0150.2",-0.0131,0.191,6938,NA,NA,0.0769230769230769
"1343",3,"MA0150.2",-0.00732,0.126,6938,NA,NA,0.0769230769230769
"1344",4,"MA0150.2",0.00359,0.0713,6938,NA,NA,0.0769230769230769
"1345",5,"MA0150.2",0.0118,0.181,6938,NA,NA,0.0769230769230769
"1346",6,"MA0150.2",-0.00607,0.12,6938,NA,NA,0.0769230769230769
"1347",7,"MA0150.2",0.00946,0.113,6938,NA,NA,0.0769230769230769
"1348",8,"MA0150.2",-0.00363,0.0628,6938,NA,NA,0.0769230769230769
"1349",9,"MA0150.2",0.000973,0.0136,6938,NA,NA,0.0769230769230769
"1350",10,"MA0150.2",0.00184,0.0381,6938,NA,NA,0.0769230769230769
"1351",11,"MA0150.2",0.0105,0.123,6938,NA,NA,0.0769230769230769
"1352",12,"MA0150.2",0.00494,0.11,6938,NA,NA,0.0769230769230769
"1353",0,"MA0153.2",0.0615,0.113,1604,NA,NA,0.0769230769230769
"1354",1,"MA0153.2",-0.0219,0.207,1604,NA,NA,0.0769230769230769
"1355",2,"MA0153.2",0.00283,0.0532,1604,NA,NA,0.0769230769230769
"1356",3,"MA0153.2",-0.00357,0.0629,1604,NA,NA,0.0769230769230769
"1357",4,"MA0153.2",-0.00534,0.106,1604,NA,NA,0.0769230769230769
"1358",5,"MA0153.2",-0.0201,0.285,1604,NA,NA,0.0769230769230769
"1359",6,"MA0153.2",0.0124,0.219,1604,NA,NA,0.0769230769230769
"1360",7,"MA0153.2",-0.00101,0.0214,1604,NA,NA,0.0769230769230769
"1361",8,"MA0153.2",-0.00186,0.0356,1604,NA,NA,0.0769230769230769
"1362",9,"MA0153.2",-0.0233,0.233,1604,NA,NA,0.0769230769230769
"1363",10,"MA0153.2",0.00949,0.177,1604,NA,NA,0.0769230769230769
"1364",11,"MA0153.2",-0.00266,0.0292,1604,NA,NA,0.0769230769230769
"1365",12,"MA0153.2",-0.006,0.12,1604,NA,NA,0.0769230769230769
"1366",0,"MA0154.4",0.0584,0.123,6445,NA,NA,0.0769230769230769
"1367",1,"MA0154.4",-0.00859,0.116,6445,NA,NA,0.0769230769230769
"1368",2,"MA0154.4",0.00854,0.143,6445,NA,NA,0.0769230769230769
"1369",3,"MA0154.4",0.00788,0.152,6445,NA,NA,0.0769230769230769
"1370",4,"MA0154.4",0.00474,0.093,6445,NA,NA,0.0769230769230769
"1371",5,"MA0154.4",0.00263,0.115,6445,NA,NA,0.0769230769230769
"1372",6,"MA0154.4",-0.00401,0.0754,6445,NA,NA,0.0769230769230769
"1373",7,"MA0154.4",-0.0114,0.144,6445,NA,NA,0.0769230769230769
"1374",8,"MA0154.4",0.00851,0.142,6445,NA,NA,0.0769230769230769
"1375",9,"MA0154.4",0.0117,0.131,6445,NA,NA,0.0769230769230769
"1376",10,"MA0154.4",-0.00558,0.125,6445,NA,NA,0.0769230769230769
"1377",11,"MA0154.4",-0.0107,0.129,6445,NA,NA,0.0769230769230769
"1378",12,"MA0154.4",0.00158,0.0496,6445,NA,NA,0.0769230769230769
"1379",0,"MA0155.1",0.0452,0.0916,10332,NA,NA,0.0769230769230769
"1380",1,"MA0155.1",-0.00939,0.0987,10332,NA,NA,0.0769230769230769
"1381",2,"MA0155.1",0.00658,0.103,10332,NA,NA,0.0769230769230769
"1382",3,"MA0155.1",0.00413,0.0808,10332,NA,NA,0.0769230769230769
"1383",4,"MA0155.1",0.000869,0.0319,10332,NA,NA,0.0769230769230769
"1384",5,"MA0155.1",-0.00292,0.0603,10332,NA,NA,0.0769230769230769
"1385",6,"MA0155.1",-0.0000887,0.0154,10332,NA,NA,0.0769230769230769
"1386",7,"MA0155.1",-0.00866,0.103,10332,NA,NA,0.0769230769230769
"1387",8,"MA0155.1",0.00608,0.0971,10332,NA,NA,0.0769230769230769
"1388",9,"MA0155.1",0.00317,0.0389,10332,NA,NA,0.0769230769230769
"1389",10,"MA0155.1",-0.00344,0.0704,10332,NA,NA,0.0769230769230769
"1390",11,"MA0155.1",-0.00603,0.0732,10332,NA,NA,0.0769230769230769
"1391",12,"MA0155.1",0.000316,0.0201,10332,NA,NA,0.0769230769230769
"1392",0,"MA0156.2",-0.0391,0.211,6026,NA,NA,0.0769230769230769
"1393",1,"MA0156.2",0.0114,0.182,6026,NA,NA,0.0769230769230769
"1394",2,"MA0156.2",-0.00288,0.168,6026,NA,NA,0.0769230769230769
"1395",3,"MA0156.2",0.00266,0.202,6026,NA,NA,0.0769230769230769
"1396",4,"MA0156.2",0.0042,0.15,6026,NA,NA,0.0769230769230769
"1397",5,"MA0156.2",0.0122,0.215,6026,NA,NA,0.0769230769230769
"1398",6,"MA0156.2",-0.00657,0.146,6026,NA,NA,0.0769230769230769
"1399",7,"MA0156.2",0.00572,0.228,6026,NA,NA,0.0769230769230769
"1400",8,"MA0156.2",-0.00215,0.213,6026,NA,NA,0.0769230769230769
"1401",9,"MA0156.2",0.0143,0.16,6026,NA,NA,0.0769230769230769
"1402",10,"MA0156.2",0.000945,0.132,6026,NA,NA,0.0769230769230769
"1403",11,"MA0156.2",0.00154,0.197,6026,NA,NA,0.0769230769230769
"1404",12,"MA0156.2",0.00182,0.1,6026,NA,NA,0.0769230769230769
"1405",0,"MA0157.2",0.0397,0.0759,5038,NA,NA,0.0769230769230769
"1406",1,"MA0157.2",-0.00827,0.083,5038,NA,NA,0.0769230769230769
"1407",2,"MA0157.2",-0.000002,0.0191,5038,NA,NA,0.0769230769230769
"1408",3,"MA0157.2",-0.000014,0.0188,5038,NA,NA,0.0769230769230769
"1409",4,"MA0157.2",0.00607,0.11,5038,NA,NA,0.0769230769230769
"1410",5,"MA0157.2",-0.000777,0.019,5038,NA,NA,0.0769230769230769
"1411",6,"MA0157.2",-0.000919,0.0232,5038,NA,NA,0.0769230769230769
"1412",7,"MA0157.2",-0.00284,0.0398,5038,NA,NA,0.0769230769230769
"1413",8,"MA0157.2",0.00572,0.0828,5038,NA,NA,0.0769230769230769
"1414",9,"MA0157.2",-0.00105,0.0156,5038,NA,NA,0.0769230769230769
"1415",10,"MA0157.2",0.00692,0.123,5038,NA,NA,0.0769230769230769
